label	text	is_valid
negative	Everyone in ISAT needs a lesson in dressing professional. Im skipping the walk down the hallway tomorrow. Im embarrassed for you.	False
neutral	Timmonsville with a 26 yd throw. 1st down on the 1 yard line. Trying to even the score @ChevyEndZone	False
positive	Lovely meal with the fam #yumyum Day four at #OpenChampionship tomorrow come on Harris English	False
negative	@PrincessMassey lmao i sat here for five minutes like what the fuck did i do to courtney???? Ha damn........ -__-	False
positive	Tomorrow is definitely gonna be a calmc casimir pulaski day #greatkickoff #goodnight	False
neutral	Champions League is in Mourinhos blood: Paulo Sousa thinks Jose Mourinho may consider his time at Real Madrid a failure if he does...	False
neutral	We are in search for Card Section Manager in Muscatc Oman. If interested you may APPLY @ http://t.co/jdhDKPUd	False
neutral	Please join LPG and Good Start Genetics for a legal town hall cocktail reception Monday @ 7 pm at the Marriott Marquis Mission Hills Room.	False
positive	I will hit up Saks 5th and buy one itemc Idc how much it is. I deserve it ^_^	False
neutral	Just realized that Im applying to the Education Program tomorrow. Where has the time gone?	False
positive	See you Tomorrow at SM Bacolod :)	False
positive	Do Remember THIS Saturday 10/27 tho.. Its A Celebration. We just tryna have a good time. @mikejrga beed http://t.co/yMI1RV4f	False
neutral	Tampa Bay Buccaneers: Game-by-Game Predictions for 2nd Half of the Season - Bleacher Report http://t.co/oHPjlwbY	False
negative	@howvery_ Im going to sob if the Kremlin dont play it on Fridayc even if it is 90s night.	False
positive	@woolimboys Oppa you may have ur style like Hoya oppa.Dun worryceven nowcyou have a lot of fans c like me !!	False
neutral	Espanyol face a tricky trip to Real Betis on Saturday evening as they go in search of their 1st win of the new campaign http://t.co/FHVhKD7H	False
neutral	Maniaci on Casimir Pulaski Day (March 1c 2004): Some people call it a holiday. Judge: I call it a holiday. #DrewPeterson	False
positive	@LoveMeSomeHEAD I really want @WakaFlockaBSM to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC	False
neutral	Found the limited edition of Midnight Sun. But since B2STs oppars are going to work on a new album. Im not going to buy the 5th mini album	False
negative	I have Physics revision for tomorrow but merrc Im going to fail anyway	False
positive	Ooshma Garg started her 2nd successful companyc Gobble. Watch how she got to one of her biggest investors--Reid Hoffman http://t.co/VhEHDU3y	False
negative	Netanyahus new alliance with Lieberman may  not mean an automatic win in the election. http://t.co/wwel4FfJ	False
neutral	ALMOST forgot about VCUs Open House this Saturday!	False
positive	If you missed itc Secret Rebel Base celebrate May 4th by celebrating Ralph McQuarrie: http://t.co/cl6gfqry #starwars #may4thbewithyou	False
neutral	DTN Bangladesh: BPL issues to be decided Nov 1: Bangladesh Cricket Board will take a final decision on the Bangl... http://t.co/U7if5epy	False
negative	@minhazmerchant: Moilys got amazing timing--hiking LPG price just before Himachal polls on Sunday. Guaranteed vote loser even they fed up	False
neutral	From satellite imagesc it appears that Muscat may get some thundershowers tonight	False
positive	Join us in shops at 9am tomorrow to hear Tom Segalc #Pricewise of the Racing Post preview every race at Glorious #Goodwood. #horseracing	False
negative	Cmon Rebelsc put an apple in the pigs mouth!!!   Red Wolves fans focus all of your hate & anger at the pigs tomorrow.	False
neutral	Job report to be released on Friday by the Kremlinc akac Bureau of Labor Statistics. Get your conspiracy theories ready!!!	False
positive	Happy Wednesday!!Glad to see IEBC blow the first whistle with voting zone list !MPs protest!	False
positive	Do not be afraid to be saints. Be open to the Lord so that He may lighten all your ways. [Bl. Pope John Paul II http://t.co/5xc5Gbvk	False
positive	@OliverLaaance @owyposadas TCCIC ;* GOOD NIGHT ;) see you on MONDAY at SM BACOLOD ;>	False
positive	@masseffect oh yeah! Will be the first one to get it on the 4th from PSN!	False
neutral	Dear haloweenc I would carec but alas I have to pack to go help #TeamGObama in Fairfaxc Virginia tomorrow for the final push.	False
negative	Watching Kandi Factory... Dam I could have made the show cant none of them SANG! LOL	False
neutral	Danny Care and James Haskell recalled to the England side for the third Test against South Africa on Saturdayc	False
neutral	Those costumes are for Purim. And Purims in March! @NewGirlonFOX Schmidt nails the Jewish quotes every time.	False
neutral	@Sir_Roozy ur bank? Think maria may have something to say about that lol	False
negative	Wichita St. with 3 errors in 2 innings. I imagine veteran coach Gene Stephenson is boiling in the dugout. MSU lead 6-0c bottom 2nd.	False
neutral	LEO OR VIRGO?! CLUB PULSE is the MOVE this THURSDAY! Leos & Virgos are free before 12! Also co-hosted by #Evalesco! Evalesco WILL be there!	False
positive	We cant possibly say enough good things about both March Fourth Marching Band and Moon Hooch linking up for... http://t.co/PoyJ2HMD	False
negative	Feel sorry for anyone going to the Justin Beiber concert tomorrowc theyre missing out on one of the best games of the night	False
positive	@Tanuki_Meatball @SchmidtsRevenge tomorrow is the big dayc see you at #BNA	False
positive	Sufjan Stevens song Casimir Pulaski Day may be one of the greatest songs ever made.	False
positive	LEO SEASON we still at it!!!! JETT LOUNGE this Sunday !!!!  http://t.co/4bmGPgkH	False
positive	LOL. So Haryana has a day off tomorrow because its Haryana Day.	False
positive	@chata_boo Dude I miss you! ahaha Physics was fun.. Especially when all of us sat in thee bck	False
positive	Super excited for homecoming Saturday with Monroe! :D my new nephew is here but I cant see him :(	False
neutral	Coming to DC: Open Acting Workshop with Tom Todoroff on Nov 14th #constantcontact http://t.co/ZeKC38jm	False
positive	UALR fights off 3 match point by ASU to win 27-25. We are going 5. ASU 1-0 while UALR 5-4. 5th time is SBC play for UALRc 1st for Red Wolves	False
negative	Wichita St. with fundamental breakdowns in 8th. Hall singlesc Harbutz fails to bunt him over. Hall picked off. Coy whiffs. SIU lead is 4-3	False
neutral	@msjconnolly  Chasing Madoff.. but the beginning credit sequence says it has an art director and the music implies Batman may show up.	False
negative	The Wizards Summer League team has their last 3 1st rd picksc including the 6th overall last yr & 3rd this yr. theyre losing to the D League	False
neutral	iStrategies ~ PlayStation Network Maintenance Monday - If youre looking to play PSN games this upcoming Mondayc you... http://t.co/sgcrMA2v	False
negative	@2302XY @devyyyyyyyy I heard May Queen is goodc Nice Guy but has Song Joongki in it ^^~ I have no interested in drama these days unnie =.=	False
positive	Occupy Unmasked with Andrew Breitbart - Citizens United Productions http://t.co/ppVuF9K4 via @sharethis*hAPPY & CHEERY MONDAY!* LOL or NO???	False
neutral	When Eraserheadsc Francis M. and Rivermaya are in the same stage | The APR Blog http://t.co/R8sZlfje via @arjaypaulreyes	False
negative	Totally going to the Marijuana March in dt Cleve brb. #NOT	False
negative	R.I.P Runako Morton. Sad day for West Indies cricket.	False
positive	@WightCarTipper It is a bit crappy but looking better for the weekend - SJP says cold but sunny for Saturdays trekking :-)	False
negative	I gotta pee like a Russian race horse at the Kentucky Derby on Saturday with a truck behind it	False
negative	60 Mile cycle ride today. Been sat on that seat for so long my arse feels like its been spiked with Rohypnol by a Redneck #ouch	False
neutral	Stevie Tv If you think you can make $200-400 a day on twitter. Make it happen  407.476.7302 REF# ?=nhB6	False
positive	2NE1 rocks Okinawa with stylish airport fashion: On 2012 October 28thc http://t.co/QBdMM5RK	False
positive	Happy Birthday to my good friendc Min. William D. Carterc III (@WilliamDCarter3 )!!! May God bless you today and always.	False
neutral	Iranian FM Ali-Akbar Salehi said Sundayc that Iran is ready for the worst case scenario   - Breaking News Buzz http://t.co/3C2okDgl	False
neutral	Taken 2 comes out Friday and the Afghans will have it Saturday guaranteed	False
positive	@snap_kaka_pop Just sent the #ffc Unibet preview for tomorrow through andc by the wayc Louis Sahas genuinely two-footed.	False
negative	And they are praying towards the sun as it sets while they are in Jerusalem! So technically incorrect!	False
neutral	@Megan_Gunderson tomorrow is casimir pulaski dayc and we have school. im asking mr.otool why tomorrow! wanna join me?	False
neutral	New poster for our @liveandswingin gig at St Davids Hall in April with Ruthie Henshall and @johnowenjones http://t.co/3QLLxche	False
positive	Mourinho happy with cup win: Jose Mourinho was satisfied with Real Madrids 4-1 first leg win at Alcoyano on Wed... http://t.co/M4RqMD0H	False
neutral	Brad Keselowski is your winner! Jeff Gordon finishes 2nd with Mark Martinc Jimmie Johnson and Carl Edwards rounding out the top 5.	False
negative	Martin Atkinson is the man in the middle on Sunday.NUFC have never won an away game with him in charge. 6 Losses & 4 Draws (via @Westy_480)	False
neutral	Coming up in the 4pm (Eastern) hourc another chance for you to win tickets to tomorrow nights Hudson Family... http://t.co/6p2EWtay	False
positive	Thats it now for 2012c life doesnt star again til 3 March 2013 when Paris-Nice starts. Tour of Qatar in Feb is quite jolly though #cycling	False
positive	Skyline Drive/ Shenandoah w the fambam tomorrow! Afghans at a park.. on a Sunday.. how unique lol	False
positive	@Mike_Enotiades You can breathe a sigh of relief now the Queen of the Nerds is back. Youll have to look out at SJP tomorrow too :)	False
neutral	Im waiting for the entire Troy football team to pile out of the new Music Building tomorrow night and pillage the streets of Knoxville.	False
neutral	Kristin Chenoweth arrives at the 2nd annual Hero Dog Awards http://t.co/gs7QzuUz	False
neutral	May 14th the riot starts. Rt @sternshow Check out Bill Carters piece in the @NYTimes : Prime-Time Stern http://t.co/835vpGC8 @HowardStern	False
neutral	Lazy Sunday Ray Allen Is Lamar Odom really going to the D League ?http://t.co/w6juHFgR	False
neutral	Updated #PackinSpain blog with some stat totalsc like Lorenzo Brown and C.J. Leslie with double-doubles: http://t.co/YkzyDc8z	False
positive	Big Day in the sun now a Big Night in the heat with @tobybinge #poppinbottles	False
neutral	The real Mitt Romney: ranting about Mormonismc Jerusalemc the 2nd Coming during commercial break on radio - video: http://t.co/9wm1kegD!	False
neutral	Directions for tomorrows Festival: World Music Festival runs from 1pm - 8pm on Richmond Riversidec just north of Richmond Bridge.	False
neutral	All humans are entrepreneurs - Reid Hoffman in The startup of you http://t.co/epGAY1r0	False
negative	14th page in Hindu TN edition :(.  Gadkari was on first page though. Media will one day sell India for bread crumbs thown by dynasty	False
neutral	Late Friday meet was just to clear airc says BJP a day later: Sources said the rumour about Gadkari quitt... http://t.co/8DQT9tL4 #india	False
positive	Im excited for the new Tomb Raider game even though it comes out in March. Theyre talking it back to the start dont you know?	False
positive	Salsa Sundays just dont stop! Join your favorite Lady DJ Ms. Mar Y Soul this Sunday at Iguana for an evening of... http://t.co/DJBV3EAU	False
neutral	@Mcloviiin69 you stay in Pico Rivera right ? Ill be there all Saturday and Sunday. So if I run into you there Im just sayin my cousins	False
neutral	I dont know of a rule that could stop QLD playing David Taylor - the NRL to us on if QLD can play Taylor tomorrow in #Origin3 #nrl	False
positive	Happy 17th to HRT! We love you!!! @ Shan & T-Bones http://t.co/NSmZQTnI	False
negative	@GuillemBalague @SkySports He has 3 years left on his deal so AFCs resistance may be to strong. Where do you predict Espanyol will finish?	False
neutral	Anyone going yo watch the Lakers vs Heat game in Miami February?	False
neutral	Australian Directioners!!! Girlfriend magazine are releasing special edition magazines of all the boysc starting tomorrow. Lous up first.	False
